numero_de_publication;date_de_publication;type_de_publication;type_de_demande;numero_de_depot;date_de_depot;priorite_s;cib;cpc;titre
FR3089710;2020-06-12;A1;Demande française;FR1872553;2018-12-06;FR1872553 (20181206);H02J  13/00;G06Q  10/0631,G06Q  30/0605,G06Q  50/06,H02J   3/14,H02J  13/00006,H02J2310/48,H02J2310/64,Y02B  70/3225,Y02T  10/70,Y02T  10/7072,Y02T  90/12,Y02T  90/16,Y04S  20/222;Procédé de gestion décentralisée de consommation électrique non-intrusif
FR3090118;2020-06-19;A1;Demande française;FR1872805;2018-12-12;FR1872805 (20181212);G01R  31/392,G01R  31/36,H01M  10/48;G01R  31/3828,G01R  31/392,G01R  31/396;Procédé de détermination de l'état de santé des cellules d'une batterie
FR3090168;2020-06-19;A1;Demande française;FR1873048;2018-12-17;FR1873048 (20181217);G06T  17/05,G02B  27/01;B64D  43/00,G06T  17/05,G01C  23/00,G05D   1/0016,G05D   1/042,G06T  17/10,G06T  17/20,G08G   5/0043,G08G   5/045,G05D   1/106;Procédé d’élaboration d’une représentation tridimensionnelle d’un terrain survolé par un aéronef, produit programme d’ordinateur et dispositif électronique associés
FR3090788;2020-06-26;A1;Demande française;FR1873650;2018-12-20;FR1873650 (20181220);F16H  61/456,A01G  23/095;A01G  23/083,F16H  61/4043,F16H  61/4183,F16H  61/444,F16H  61/448,F16H  61/456;Système de gestion de cylindrée pour tête d’ébranchage
FR3091253;2020-07-03;A3;Certificat d'utilité;FR1915669;2019-12-27;IT102018000021217 (20181227);B62D  25/20,B60L  50/64,H01M   2/10;B60K   1/04,B60K2001/0438,B60K2001/0472,B62D  21/183,B62D  25/20,B62D  35/02,Y02T  10/70,Y02T  10/88;Automobile sportive électrique ou hybride
FR3091308;2020-07-03;A1;Demande française;FR1874146;2018-12-26;FR1874146 (20181226);E04C   2/292;E04C   2/292,E04C   2/296,E04C2002/004,E04F  13/0846,E04F  13/0876,E04F  13/0891,E04F  13/0898,E04F  13/12;PANNEAUX D'ISOLATION THERMIQUE A MONTAGE RAPIDE
FR3095109;2020-10-23;A3;Certificat d'utilité;FR1904136;2019-04-18;FR1904136 (20190418);A43B  13/14;A43B  13/41,A43B  17/16,A43B  23/082;FER A FACON
FR3092627;2020-08-14;A1;Demande française;FR1901273;2019-02-08;FR1901273 (20190208);F03B  13/12,B63B  35/58;F03B  17/064,F05B2240/932,Y02E  10/30;Hydrolienne.
FR3094497;2020-10-02;A1;Demande française;FR1903040;2019-03-25;FR1903040 (20190325);G01P   3/488;F01D   5/225,F01D  11/127,F01D  17/06,F01D  21/003,F05D2250/182,F05D2250/283,F05D2250/294,F05D2270/821,G01B   7/14,G01D   5/147,G01D   5/2046,G01P   3/488,G01P  21/02;Mesure de l'entrefer d'un capteur de rotation au moyen du capteur lui même
FR3083165;2020-01-03;A1;Demande française;FR1855865;2018-06-28;FR1855865 (20180628);B60J   1/02;B32B  17/10036,G10K2210/1282,G10K2210/1291,G10K2210/3211,G10K2210/509,G10K  11/17861,H04R   3/02,H04R  17/10,H04R2440/05,H04R2499/13;PARE-BRISE DE VEHICULE AUTOMOBILE
FR3088142;2020-05-08;A1;Demande française;FR1871392;2018-11-07;FR1871392 (20181107);H01L  31/05;H01L  31/048,H01L  31/0504,H02S  20/25,H02S  20/26,Y02B  10/10,Y02E  10/50;DISPOSITIF PHOTOVOLTAIQUE
FR3090126;2020-06-19;A1;Demande française;FR1873074;2018-12-17;FR1873074 (20181217);G01S  19/45,G01C  21/28;G01C  21/28,G01S   5/0072,G01S   5/16,G01S  19/48;Procédé de localisation, dans un repère absolu, d’un dispositif, calculateur et véhicule associé.
FR3090275;2020-06-26;A1;Demande française;FR1874070;2018-12-21;FR1874070 (20181221);A01N  65/00,A61K   8/9728,A61Q  17/00;A01N  65/00,A61K   8/60,A61K   8/645,A61K2800/84,A61Q  17/00,A61K   8/9728;SUBSTANCE BIOLOGIQUEMENT ACTIVE, SON PROCEDE DE FABRICATION ET SON UTILISATION COMME AGENT PROTECTEUR D’UN TISSU BIOLOGIQUE
FR3090742;2020-06-26;A1;Demande française;FR1913912;2019-12-07;GB1820926.2 (20181221);F02C   7/00,B64D  27/12,B64D  27/18,F02K   3/06;B64D  27/18,F02C   3/107,F02C   7/20,F05D2250/00,Y02T  50/60;MOTEUR À TURBINE À GAZ DE FAIBLE DIAMÈTRE
FR3090744;2020-06-26;A1;Demande française;FR1913976;2019-12-09;GB1820939.5 (20181221);F02C   7/045;F02C   7/24,F02C   7/36,F02K   3/06,F05D2260/96,Y02T  50/60;Moteur à turbine à gaz ayant une signature de bruit améliorée
FR3097666;2020-12-25;A1;Demande française;FR1906618;2019-06-19;FR1906618 (20190619);G06F  21/64;H04L   9/3239,H04L  63/123,H04L  63/126,H04L2463/121;Procédé de stockage de données d’authentification de documents
FR3091007;2020-06-26;A1;Demande française;FR1873756;2018-12-21;FR1873756 (20181221);H01L  21/46,H01L  21/02;H01L  21/76224,H01L  21/76283,H01L  21/7621,H01L  29/0649;Fabrication de cavités
FR3093909;2020-09-25;A3;Certificat d'utilité;FR1902871;2019-03-20;FR1902871 (20190320);A61B  17/064;A61B  17/0642;Agrafe perforante
FR3091977;2020-07-31;A1;Demande française;FR1900638;2019-01-24;FR1900638 (20190124);A41F   9/00;A41F   9/002;Ceinture avec deux systèmes d’attache regroupés sur une petite partie amovible
FR3092192;2020-07-31;A1;Demande française;FR1900644;2019-01-25;FR1900644 (20190125);G06Q  50/04,H02J  15/00;G06Q  10/04,G06Q  50/04,Y02P  90/30;METHODE DE FABRICATION D’UN VEHICULE COMPRENANT UNE PHASE DE SELECTION D’UNE BATTERIE D’ACCUMULATEURS ELECTRIQUES
FR3092622;2020-08-14;A1;Demande française;FR1901392;2019-02-12;FR1901392 (20190212);F02C   7/18,F01D   5/18;F01D   5/187,F01D   9/065,F01D  25/12,F02C   6/08,F02C   7/185,F02K   3/06,F02K   3/115,F05D2260/20,F05D2260/208,F05D2260/213,Y02T  50/60;TURBOMACHINE COMPORTANT UN ECHANGEUR DE CHALEUR DANS LA VEINE SECONDAIRE
FR3093017;2020-08-28;A1;Demande française;FR1901778;2019-02-21;FR1901778 (20190221);B23K  26/342,F01D   5/12;B23P   6/007,F01D   5/005,F01D   5/147,F01D   5/282,F01D   5/288,F05D2220/36,F05D2230/80,F05D2240/303,F05D2300/174,F05D2300/603,Y02T  50/60;PROCEDE DE REPARATION D’UNE AUBE D’HELICE DE TURBOMACHINE
FR3093964;2020-09-25;A1;Demande française;FR1902848;2019-03-20;FR1902848 (20190320);B60L  53/50,B60L  53/51,B60L  53/57,E04H   6/02,H02J   7/00,H02S  10/40;B60L  53/51,B60L  53/57,E04H   6/025,E04H   6/42,H02J   7/35,H02S  10/40,H02S  20/30,H02J   7/342,H02J2310/48,Y02E  10/50,Y02T  10/70,Y02T  10/7072,Y02T  90/12;Carport autonome et transportable pour recharger les véhicules électriques
FR3094526;2020-10-02;A1;Demande française;FR1903168;2019-03-26;FR1903168 (20190326);G06F   9/44,G06F  12/00,G11C  13/00;G06F   9/44557,G06F   9/44578,G06F  12/0246,G06F  12/0842,G06F  12/126,G06F  21/57,G06F  21/60,G06F  21/77;Elément sécurisé embarqué
FR3088385;2020-05-15;A1;Demande française;FR1871473;2018-11-09;FR1871473 (20181109);F03G   7/08;F03G   7/10;DISPOSITIF DE PROPULSEUR
FR3088706;2020-05-22;A1;Demande française;FR1860656;2018-11-16;FR1860656 (20181116);F28D   1/053,B60H   1/00,F28F   3/04;B21D  39/00,B21D  53/08,B23P  15/26,F28D   1/0535,F28D2021/008,F28F   1/126,F28F   1/128,F28F   1/32,F28F2275/122;ECHANGEUR DE CHALEUR POUR VEHICULE AUTOMOBILE ET PROCEDE DE FABRICATION DE CET ECHANGEUR DE CHALEUR
FR3089570;2020-06-12;A1;Demande française;FR1872551;2018-12-07;FR1872551 (20181207);F02N  15/00,F02N  11/00;F02N  11/00,F02N  15/00,F02N  15/022,F02N  15/043,F02N2250/08,H02K   5/124,H02K   7/118,H02K   5/128;Démarreur électrique pour moteur thermique équipé d’un système anti-poussière
FR3090141;2020-06-19;A1;Demande française;FR1873203;2018-12-18;FR1873203 (20181218);G02B   5/10,G02B  27/01;G02B   5/10,G02B  17/06,G02B  27/0101;Miroir de puissance pour dispositif d’affichage tête-haute, dispositif d’affichage tête-haute comportant un tel miroir et moule de fabrication d’un tel miroir
FR3093981;2020-09-25;A1;Demande française;FR1902841;2019-03-20;FR1902841 (20190320);B62D  21/11,B62D  25/08;B62D  21/11,B62D  27/06,B62D  27/065;BERCEAU MODULAIRE AVEC PIECES D’ADAPTATION
FR3094571;2020-10-02;A1;Demande française;FR1903194;2019-03-27;FR1903194 (20190327);H01L  31/103,H01L  27/146;H01L  27/14601,H01L  27/14605,H01L  27/14643,H01L  27/1461,H01L  27/14612,H01L  27/1463,H01L  31/103,H01L  27/14607,H01L  27/1463,H01L  27/14643,H01L  31/107;Dispositif électronique à photodiode
FR3094600;2020-10-02;A1;Demande française;FR1903367;2019-03-29;FR1903367 (20190329);H04W  12/12,H04W  24/00;G06F  21/552,G06F  21/566,H04L  63/1425;Procédé d’extraction d’au moins un motif de communication dans un réseau de communication
FR3097127;2020-12-18;A1;Demande française;FR1914677;2019-12-17;FR1914677 (20191217);A61K   8/9789,A61Q  19/00;A61Q  19/00,A61Q  19/08,A61K   8/9789;Procédé d’utilisation d’un inhibiteur de Let-7b en cosmétique et/ou en nutraceutique
FR3093636;2020-09-18;A1;Demande française;FR1902541;2019-03-12;FR1902541 (20190312);A61C  19/045,A61B   5/107,A61B  90/00,G06T  17/00;A61B   5/107,A61B   5/1078,A61B   5/1079,A61B   5/4542,A61B   5/4547,A61C   9/0053,A61C  13/0004,A61C  19/045,G06T   7/33,G06T2207/10028,G06T2207/30036,G16H  50/50;PROCEDE DE RECALAGE DE MODELES VIRTUELS DES ARCADES DENTAIRES D’UN INDIVIDU AVEC UN REFERENTIEL DUDIT INDIVIDU
FR3094645;2020-10-09;A1;Demande française;FR1903708;2019-04-05;FR1903708 (20190405);A62B  35/00,A44B  11/06;A62B  35/0025,A62B  35/0031;HARNAIS A DISPOSITIF DE REGLAGE COMPACT
FR3087983;2020-05-01;A1;Demande française;FR1860038;2018-10-30;FR1860038 (20181030);H04L   9/12,H04W  12/00;H04L   9/0866,H04L  63/0428,H04L  63/06,H04W   4/38,H04W   4/70,H04W  12/009,H04W  12/03;SYSTEME DE SUPERVISION AMELIORE DE CAPTEURS CONNECTES
FR3090749;2020-06-26;A1;Demande française;FR1873540;2018-12-20;FR1873540 (20181220);F02G   1/044;F02F   1/004,F02G   1/043,F02G   1/044,F02G2243/02,F02G2254/50,F02G2255/10,F02G2257/00,F02G2258/50,F02G2270/55;Machine Stirling de type béta
FR3092185;2020-07-31;A1;Demande française;FR1900774;2019-01-29;FR1900774 (20190129);G06F  21/52,B60R  16/023;B60R  25/00,H04L  63/02,H04L  63/1408,H04L  67/12,H04W   4/40,H04W   4/80,H04W  12/009,H04W  12/121,H04W  12/128;Application sécurisée implémentée dans un téléphone intelligent
FR3094660;2020-10-09;A3;Certificat d'utilité;FR2002209;2020-03-05;CN201920284421.X (20190306);B26B  29/06;B27B   9/04,B27G  19/04;Mécanisme d'ajustement de guide pour un outil de coupe électrique
FR3093482;2020-09-11;A1;Demande française;FR1902414;2019-03-08;FR1902414 (20190308);B60R  19/56;B60R  19/56;Système de barre anti-encastrement pour véhicule automobile, notamment pour camions
FR3092219;2020-07-31;A1;Demande française;FR1900614;2019-01-24;FR1900614 (20190124);H04W  12/06,B60W  50/00,G07C   9/00,H04W  12/08;B60R  25/24,B60R2325/101,B60R2325/205,G07C   9/00309,G07C2009/00547,H04L  67/12,H04M   1/04,H04M   1/6075,H04W   4/023,H04W  12/06,H04W  12/08,H04W   4/40,H04W   4/80,H04M   1/72412,H04M   1/72415;Procédé d’activation d’une fonction d’un véhicule par ultra haute fréquence avec un équipement portable d’utilisateur et dispositif d’activation d’une fonction associé
FR3092870;2020-08-21;A1;Demande française;FR1901625;2019-02-19;FR1901625 (20190219);F01P  11/18;F01P   7/16,F01P  11/18,F01P2023/00;PROCEDE DE DIAGNOSTIC D’UNE INSUFFISANCE DE LIQUIDE DE REFROIDISSEMENT DANS UN CIRCUIT DE REFROIDISSEMENT DE MOTEUR THERMIQUE
FR3085252;2020-03-06;A3;Certificat d'utilité;FR1903790;2019-04-09;FR1903790 (20190409);A41D  13/04,A41D  25/00;A41D  13/04,A41D  25/00;Tablier de cuisine et cravate personnalisable confectionnés à partir d'une nappe tissée ou non tissée dont au moins une face est enduite.
FR3090222;2020-06-19;A1;Demande française;FR1872802;2018-12-12;FR1872802 (20181212);H01R  13/62,A61B   1/012,H01R  13/639;A61B  34/71,A61B2090/508;Connecteur pour câbles
FR3086875;2020-04-10;A1;Demande française;FR1859248;2018-10-05;FR1859248 (20181005);B23K  20/00;H01R   4/187,H01R  43/0214,H01R  43/0221,H01R  43/048,H01R  43/058,B23K   1/0004,B23K   1/0016,B23K   3/047,B23K2101/42,H01R   4/187,H01R  43/0214,H01R  43/0421,H01R  43/048,H01R  43/058,H01R  43/0235,H01R  43/048;DISPOSITIF POUR SOUDER UN CONDUCTEUR ELECTRIQUE AVEC UN DISPOSITIF DE CONNEXION
FR3096794;2020-12-04;A1;Demande française;FR1905707;2019-05-29;FR1905707 (20190529);G05B  13/02;G05B  11/01,G05B  13/024;Système et méthode de régulation d’un paramètre physique d’un système réel d’une turbomachine à partir d’un paramètre physique de consigne
FR3094945;2020-10-16;A3;Certificat d'utilité;FR2003786;2020-04-15;IT202019000001294 (20190415);B62D  25/06;B60J   7/0084,B62D  25/07,B62D  33/0617;Toit amélioré pour cabine de tracteur
FR3094984;2020-10-16;A1;Demande française;FR1903945;2019-04-12;FR1903945 (20190412);C10G  49/12,B01D  53/00,B01J   8/22;B01J   8/22,B01J   8/384,B01D  19/0042,B01J   8/22,C10G  49/12,C10G  49/22,B01J   8/002,B01J   8/0025,B01J   8/082,B01J   8/22;REACTEUR TRIPHASIQUE AVEC COUPELLE DE RECYCLE DE SECTION DECROISSANTE ET D’ANGLE D’INCLINAISON VARIABLE
FR3095172;2020-10-23;A1;Demande française;FR1904186;2019-04-19;FR1904186 (20190419);B60P   3/075,B60P   7/08;B60P   7/0838,B60P   7/0846;SYSTEME D’ARRIMAGE D’UNE CHARGE SUR UNE STRUCTURE PORTEUSE
FR3095246;2020-10-23;A1;Demande française;FR1904071;2019-04-16;FR1904071 (20190416);F03D   7/04,G05B   6/02;F03D   7/0224,F03D   7/0292,F03D   7/046,F05B2260/84,F05B2270/32,F05B2270/332,Y02E  10/72;Procédé et système de contrôle d’une grandeur d’une éolienne par choix du contrôleur par un apprentissage automatique
FR3095657;2020-11-06;A1;Demande française;FR1904574;2019-04-30;FR1904574 (20190430);C11D  17/08,B60S   1/46,C09K   3/14,C11D   3/37;B60S   1/46,C11D  11/0035,C11D  17/08;Utilisation d’une composition de microcapsules pour le nettoyage d’un véhicule
FR3095810;2020-11-13;A1;Demande française;FR1904894;2019-05-10;FR1904894 (20190510);B65D  33/24,B65D   1/22,B65D  30/00;B65D  33/2533,B65D  33/2583;Bande de fermeture rapportée sur un emballage du type sachet ou boîte
FR3093540;2020-09-11;A1;Demande française;FR1902349;2019-03-07;FR1902349 (20190307);F02C   7/14,F02C   6/08,F02C   7/18;F02C   6/08,F02C   7/18,F05D2260/213,Y02T  50/60;TURBOMACHINE DOUBLE FLUX A GAZ A BRAS ECHANGEUR THERMIQUE
FR3094382;2020-10-02;A1;Demande française;FR1903160;2019-03-26;FR1903160 (20190326);E02B   3/10,E02B   3/12;E02B   3/108,E02B   3/126,E02B   3/127,E02D  31/004;Dispositif d’absorption d’un liquide présent sur un sol, lors d’un dégât des eaux ou d’une inondation
FR3095840;2020-11-13;A1;Demande française;FR1904827;2019-05-09;FR1904827 (20190509);F02C   7/22,B64D  37/32;F02C   7/232,F02C   9/263,F05D2270/092;Système de dosage pour circuit de carburant de moteur d’aéronef
FR3096076;2020-11-20;A1;Demande française;FR1905198;2019-05-17;FR1905198 (20190517);F01N   3/24,F01N  13/14;F01N   3/2013,F01N   3/2839,F01N   3/2842,F01N   3/2857,F01N   3/2864,F01N  13/08,Y02T  10/12,B01D  53/94,F01N   3/2013,F01N   3/2803,F01N   3/2839,F01N   3/2864,F01N2330/02,F01N2330/06,F01N2370/02,F01N2510/02,F01N2510/06;Dispositif de purification de gaz d’échappement à double boîtier
FR3091367;2020-07-03;A1;Demande française;FR1874293;2018-12-28;FR1874293 (20181228);G06F  21/55,G06F  11/07,G06F  12/14;G06F  11/1441,G06F  21/81,G06F  21/71,G06F  21/77,G11C   8/20,G11C  16/22,H04B   3/52;Protection d’un microcontrôleur
FR3094963;2020-10-16;A1;Demande française;FR1903982;2019-04-15;FR1903982 (20190415);B64D  27/26,B64F   5/10,B64F   5/50;B64D  27/26,B64D2027/264,B64F   5/10,B64D  27/26,B64D2027/262,B64F   5/10;Outillage de maintien des panneaux latéraux d’une structure primaire d’un mât d’aéronef lors de son assemblage et procédé d’assemblage d’une structure primaire d’un mât d’aéronef utilisant ledit outillage de maintien
FR3095287;2020-10-23;A1;Demande française;FR1904204;2019-04-19;FR1904204 (20190419);G06K   9/00;G06K   9/0002,G06K  19/0718;Module de capteur biométrique pour carte à puce et procédé de fabrication d’un tel module
FR3095340;2020-10-30;A1;Demande française;FR1904404;2019-04-25;FR1904404 (20190425);A61K  49/00,A61K   9/00,C09K  11/00,G01N  33/52;A61K   9/0009,A61K   9/5115,A61K  33/26,A61K  41/0028,A61P  35/00;PROCEDE D'AUGMENTATION DE LA LIBERATION DE COMPOSES MEDICAUX DE NANOPARTICULES APRES UNE ETAPE D’ALTÉRATION ET UNE ETAPE DE PERTURBATION PHYSICO-CHIMIQUE
FR3095423;2020-10-30;A1;Demande française;FR1904438;2019-04-26;FR1904438 (20190426);B64F   5/10,B64C   1/00;B64F   5/10,B60N   2/2209,B60N   2/34,B64D  11/06395,B64D  11/064,B64D  11/0642,B64D  11/0643;Poste de travail aérien poly-articulé
FR3095450;2020-10-30;A1;Demande française;FR1904370;2019-04-25;FR1904370 (20190425);C10B  53/07,B01D   3/00,B29B  17/04,C08J  11/12,C10G   1/10;C10B  47/06,C10B  53/07,C10G   1/10,C10G2300/1003,C10G2300/4081,Y02P  20/143;DISPOSITIF ET PROCEDE DE TRAITEMENT DE MATIERES NOTAMMENT DE MATIERES PLASTIQUES
FR3095624;2020-11-06;A1;Demande française;FR1904676;2019-05-03;FR1904676 (20190503);B60R  22/24,B60R  22/28,B62D  25/04;B60R  13/0206,B60R  13/025,B60R  22/24,B60R2022/3402,B62D  25/04;Raidisseur du support d’enrouleur de ceinture de sécurité et véhicule montrant un tel raidisseur
FR3095829;2020-11-13;A1;Demande française;FR1904788;2019-05-07;FR1904788 (20190507);E21B  47/135,G01D   5/26,G01V   8/16;E21B  43/12,E21B  47/135;Système et procédé d’amelioration de l’exploitation d’un puits de forage
FR3096402;2020-11-27;A1;Demande française;FR1905476;2019-05-24;FR1905476 (20190524);F01M  13/04,B33Y  10/00,F01D  25/18,F02C   7/06;B01D  39/2051,B01D  45/14,B01D2239/10,B01D2239/1208,B04B   5/08,B04B   7/08,F01D  25/18,F01M  11/08,F01M  13/04,F01M2013/0422,F05D2260/609,F05D2260/98;Pièce pour dégazeur centrifuge de turbomachine avec treillis de filtrage
FR3096718;2020-12-04;A1;Demande française;FR1905578;2019-05-27;FR1905578 (20190527);E06B   9/17;E06B   9/17007;Profilé pour la construction d’un coffre de volet
FR3087945;2020-05-01;A1;Demande française;FR1860011;2018-10-29;FR1860011 (20181029);H01M  10/052,H01M   4/134,H01M   4/38;H01M   4/134,H01M   4/38,H01M   4/382,H01M   4/5815,H01M   4/621,H01M   4/622,H01M   4/625,H01M  10/0525,H01M  10/0568,H01M  10/0569,H01M2004/027,H01M2300/0037,Y02E  60/10,H01M   4/134,H01M   4/1397,H01M   4/5815,H01M  10/052,H01M  10/0565;ACCUMULATEUR ELECTROCHIMIQUE AU LITHIUM DU TYPE LITHIUM-SOUFRE COMPRENANT UN MATERIAU D'ELECTRODE NEGATIVE SPECIFIQUE
FR3093612;2020-09-18;A1;Demande française;FR1902561;2019-03-13;FR1902561 (20190313);A01B  73/02;A01B  73/042,A01B  73/044,A01B  73/048,A01D  75/303,A01B  73/044;Machine agricole et procédé de pliage d’une machine agricole
FR3093684;2020-09-18;A1;Demande française;FR1902549;2019-03-13;FR1902549 (20190313);B60R  16/03,H02J   7/34;B60L   3/0046,B60L2210/30,B60L2240/427,B60L2240/527,B60L2240/547,B60L2270/20,B60L  50/61,Y02T  10/62,Y02T  10/64,Y02T  10/70,Y02T  10/72;Procédé de contrôle de l’activation d’une machine électrique en contrôle électrique dans un réseau de traction hybride
FR3094016;2020-09-25;A1;Demande française;FR1902972;2019-03-22;FR1902972 (20190322);C12N  11/14,A61L   2/00,C03C  12/00,C03C  17/28,C12Q   1/24,G01N   1/40,G01N  33/02,G01N  33/15,G01N  33/48;C12N  11/14;Billes de verre fonctionnalisées, leur utilisation pour capter des micro-organismes et les dispositifs correspondants.
FR3094657;2020-10-09;A1;Demande française;FR1903546;2019-04-03;FR1903546 (20190403);B23K  31/00,B23K 101/14;B21D  13/02,B21D  47/00,B21D  53/92,B23K   1/0012,B23K  20/122,B23K  26/24,B23P  15/26,B32B   3/12,B64D  33/10,B64D  29/00,B64D  33/08,B23K2101/04,B23K2101/14,B23K2103/10,F02C   7/14,F02C   7/185,F05D2230/237,F05D2230/238,F05D2250/182,F05D2250/183,F05D2250/184,F28D   1/0308,F28D   1/06,F28D2021/0029,F28F   3/12,Y02T  50/60;Procédé de fabrication d’un échangeur surfacique structural pour nacelle
FR3094681;2020-10-09;A1;Demande française;FR1903616;2019-04-04;FR1903616 (20190404);B60R  19/24,B60R  19/26,B62D  27/02;B60R  19/18,B60R2019/1886,B60R2019/247;Élément de carrosserie comportant une patte de fixation intégrée, et véhicule comportant un tel élément
FR3094905;2020-10-16;A1;Demande française;FR1903944;2019-04-12;FR1903944 (20190412);B23P  11/00,B23K  26/364,B24C   1/04;B23P  17/00,B25H   7/00,C09J   5/00,F16B   1/0071,F16B  11/006;PROCÉDÉ DE MARQUAGE DE PIÈCE POUR GUIDER LE DÉPÔT DE MATIÈRE LORS D’UN PROCÉDÉ D’ASSEMBLAGE
FR3095146;2020-10-23;A1;Demande française;FR1904178;2019-04-18;FR1904178 (20190418);B22F   5/00,B22F   3/105,B22F   5/04,B22F   5/10;B22F   3/24,B22F   5/009,B22F   5/04,B22F2998/10,B33Y  40/00,B22F  10/20,Y02P  10/25;Procédé de fabrication d’une pièce de turbomachine
FR3095397;2020-10-30;A1;Demande française;FR1904510;2019-04-29;FR1904510 (20190429);B60R   7/02,B60R  11/06;B60R   7/04,B60R  13/013,B60R2011/0029,B60R2011/0075,B60R2011/0094;VEHICULE AUTOMOBILE AVEC ESPACE DE RANGEMENT PIVOTABLE DANS LE PLANCHER
FR3092619;2020-08-14;A1;Demande française;FR1901281;2019-02-08;FR1901281 (20190208);F02C   7/045,F02C   7/055;F02C   7/045,F02C   7/047,F05D2250/283,F05D2260/96,Y02T  50/60;Entrée d'air d'une nacelle de turboréacteur d'aéronef comportant des ouvertures de ventilation d’un flux d’air chaud de dégivrage
FR3093491;2020-09-11;A1;Demande française;FR1902185;2019-03-04;FR1902185 (20190304);B61C  15/04,B61D  17/00;B61C  15/04,B61B  12/00;Voiture de véhicule ferroviaire
